date;Pivots;Valeur1(req);Valeur2(Mo)
2014/12/05:16:00:38.500;Pivot2;281.371704102;329.54788208
2014/12/05:16:00:39.000;Pivot2;2206.960693359;371.523712158
2014/12/05:16:00:39.500;Pivot1;1671.752441406;856.835693359
2014/12/05:16:00:40.000;Pivot3;2623.189453125;903.593688965
2014/12/05:16:00:40.500;Pivot1;2120.585693359;315.066314697
2014/12/05:16:00:41.000;Pivot1;2775.015380859;96.230934143
2014/12/05:16:00:41.500;Pivot3;1317.720703125;445.906005859
2014/12/05:16:00:42.000;Pivot2;329.064941406;517.516845703
2014/12/05:16:00:42.500;Pivot1;2267.486083984;535.496887207
2014/12/05:16:00:43.000;Pivot1;2316.564941406;779.298278809
2014/12/05:16:00:43.500;Pivot3;2784.444824219;728.078674316
2014/12/05:16:00:44.000;Pivot2;2340.991455078;709.603027344
2014/12/05:16:00:44.500;Pivots4;1253.299072266;451.157684326
2014/12/05:16:00:45.000;Pivot3;2251.769775391;456.807617188
2014/12/05:16:00:45.500;Pivots4;2052.041015625;289.694732666
2014/12/05:16:00:46.000;Pivots4;2977.193115234;286.035125732
2014/12/05:16:00:46.500;Pivot1;1078.134765625;976.52343750
2014/12/05:16:00:47.000;Pivot3;1794.483154297;713.439819336
2014/12/05:16:00:47.500;Pivot3;2237.483886719;316.437194824
2014/12/05:16:00:48.000;Pivot2;682.14050293;347.059570312
2014/12/05:16:00:48.500;Pivots4;1736.155761719;977.944519043
2014/12/05:16:00:49.000;Pivot2;882.720947266;92.840431213
2014/12/05:16:00:49.500;Pivot1;1822.203857422;916.223571777
2014/12/05:16:00:50.000;Pivot2;2934.66406250;914.839904785
2014/12/05:16:00:50.500;Pivot1;2937.261962891;818.212890625
2014/12/05:16:00:51.000;Pivot2;564.974975586;815.117553711
2014/12/05:16:00:51.500;Pivot2;1668.663574219;696.758300781
2014/12/05:16:00:52.000;Pivot2;2974.020263672;96.563270569
2014/12/05:16:00:52.500;Pivots4;1717.376953125;929.262329102
2014/12/05:16:00:53.000;Pivots4;566.51171875;773.081176758
2014/12/05:16:00:53.500;Pivot2;675.669799805;512.113647461
2014/12/05:16:00:54.000;Pivot2;1464.386962891;722.839233398
2014/12/05:16:00:54.500;Pivots4;1712.722045898;198.344650269
2014/12/05:16:00:55.000;Pivot3;876.693725586;900.461486816
2014/12/05:16:00:55.500;Pivot1;1603.910766602;641.293823242
2014/12/05:16:00:56.000;Pivot2;1946.105102539;761.345458984
2014/12/05:16:00:56.500;Pivot3;1278.643554688;883.637451172
2014/12/05:16:00:57.000;Pivot3;562.129760742;791.039916992
2014/12/05:16:00:57.500;Pivot2;1956.822509766;211.879684448
2014/12/05:16:00:58.000;Pivot3;546.680969238;754.645751953
2014/12/05:16:00:58.500;Pivot3;2560.606933594;532.417053223
2014/12/05:16:00:59.000;Pivot1;1921.10534668;447.379089355
2014/12/05:16:00:59.500;Pivots4;2827.377197266;483.564910889
2014/12/05:16:01:00.000;Pivots4;1846.154052734;769.145690918
2014/12/05:16:01:00.500;Pivots4;773.895751953;508.671691895
2014/12/05:16:01:01.000;Pivots4;1952.263671875;351.660064697
2014/12/05:16:01:01.500;Pivots4;2218.751464844;559.662536621
2014/12/05:16:01:02.000;Pivot1;809.887939453;319.25012207
2014/12/05:16:01:02.500;Pivot2;2919.360107422;947.330322266
2014/12/05:16:01:03.000;Pivots4;1914.902587891;179.012298584
2014/12/05:16:01:03.500;Pivot3;816.064025879;799.495910645
2014/12/05:16:01:04.000;Pivot1;117.174598694;696.948303223
2014/12/05:16:01:04.500;Pivot3;2255.225585938;789.150756836
2014/12/05:16:01:05.000;Pivot3;1009.52166748;415.668395996
2014/12/05:16:01:05.500;Pivots4;2627.496337891;660.985778809
2014/12/05:16:01:06.000;Pivot2;1626.249267578;892.277160645
2014/12/05:16:01:06.500;Pivot1;759.536193848;413.735748291
2014/12/05:16:01:07.000;Pivot2;2605.398925781;450.279449463
2014/12/05:16:01:07.500;Pivot1;2726.087402344;310.70123291
2014/12/05:16:01:08.000;Pivot1;1525.396118164;534.401306152
2014/12/05:16:01:08.500;Pivots4;154.218719482;678.13671875
2014/12/05:16:01:09.000;Pivots4;1586.996459961;326.795623779
2014/12/05:16:01:09.500;Pivot2;2108.362304688;748.168151855
2014/12/05:16:01:10.000;Pivots4;325.781860352;966.39630127
2014/12/05:16:01:10.500;Pivot2;2120.065917969;185.05972290
2014/12/05:16:01:11.000;Pivot2;282.886413574;931.448425293
2014/12/05:16:01:11.500;Pivots4;1442.696289062;502.30746460
2014/12/05:16:01:12.000;Pivots4;1154.483276367;889.235717773
2014/12/05:16:01:12.500;Pivot2;312.106872559;947.799682617
2014/12/05:16:01:13.000;Pivot3;1979.662475586;734.562805176
2014/12/05:16:01:13.500;Pivots4;2808.916748047;570.526550293
2014/12/05:16:01:14.000;Pivot1;2705.888427734;771.955322266
2014/12/05:16:01:14.500;Pivots4;686.88470459;438.709259033
2014/12/05:16:01:15.000;Pivot3;308.942138672;620.185058594
2014/12/05:16:01:15.500;Pivot3;1431.151245117;935.194274902
2014/12/05:16:01:16.000;Pivot3;1006.225158691;575.506530762
2014/12/05:16:01:16.500;Pivot2;2777.088623047;704.249206543
2014/12/05:16:01:17.000;Pivot1;2328.087890625;512.828796387
2014/12/05:16:01:17.500;Pivot3;1178.276000977;508.000244141
2014/12/05:16:01:18.000;Pivot3;2639.434814453;877.409057617
2014/12/05:16:01:18.500;Pivot3;1494.786376953;452.467254639
2014/12/05:16:01:19.000;Pivot3;2994.66796875;301.023620605
2014/12/05:16:01:19.500;Pivot2;450.571105957;820.036254883
2014/12/05:16:01:20.000;Pivot2;972.935791016;362.976470947
2014/12/05:16:01:20.500;Pivots4;512.179931641;768.12109375
2014/12/05:16:01:21.000;Pivot3;1060.947387695;361.794219971
2014/12/05:16:01:21.500;Pivot3;2487.291992188;194.330566406
2014/12/05:16:01:22.000;Pivot1;2409.03125000;766.612426758
2014/12/05:16:01:22.500;Pivot1;2058.358886719;486.585845947
2014/12/05:16:01:23.000;Pivot2;2187.846435547;308.702911377
2014/12/05:16:01:23.500;Pivot3;117.861381531;808.028259277
2014/12/05:16:01:24.000;Pivot2;1371.798217773;103.46118927
2014/12/05:16:01:24.500;Pivot2;481.950439453;810.178649902
2014/12/05:16:01:25.000;Pivot3;1797.818603516;368.657104492
2014/12/05:16:01:25.500;Pivot3;1639.247436523;123.428604126
2014/12/05:16:01:26.000;Pivot2;1120.248291016;877.548461914
2014/12/05:16:01:26.500;Pivot1;1562.864013672;929.584777832
2014/12/05:16:01:27.000;Pivots4;953.00000000;939.315185547
2014/12/05:16:01:27.500;Pivots4;133.829711914;140.678421021
2014/12/05:16:01:28.000;Pivot3;2756.387695312;437.45715332
2014/12/05:16:01:28.500;Pivot3;1811.510253906;168.685317993
2014/12/05:16:01:29.000;Pivots4;658.74798584;889.615478516
2014/12/05:16:01:29.500;Pivot1;1445.670898438;550.063293457
2014/12/05:16:01:30.000;Pivot1;1071.505981445;424.561157227
2014/12/05:16:01:30.500;Pivot3;2170.917480469;203.263336182
2014/12/05:16:01:31.000;Pivot2;153.333770752;740.711486816
2014/12/05:16:01:31.500;Pivot2;1308.600585938;688.549987793
2014/12/05:16:01:32.000;Pivot3;1045.608886719;571.873046875
2014/12/05:16:01:32.500;Pivot2;2736.100585938;162.807571411
2014/12/05:16:01:33.000;Pivot2;2952.069580078;203.412414551
2014/12/05:16:01:33.500;Pivot2;1066.877075195;783.503356934
2014/12/05:16:01:34.000;Pivot1;1483.366821289;663.665161133
2014/12/05:16:01:34.500;Pivots4;2025.832275391;759.933044434
2014/12/05:16:01:35.000;Pivot2;568.551452637;501.11038208
2014/12/05:16:01:35.500;Pivots4;2648.436523438;196.336013794
2014/12/05:16:01:36.000;Pivot1;2835.279541016;957.18359375
2014/12/05:16:01:36.500;Pivot3;1484.651367188;253.804962158
2014/12/05:16:01:37.000;Pivot2;2936.961425781;674.11907959
2014/12/05:16:01:37.500;Pivot3;1141.846679688;310.24496460
2014/12/05:16:01:38.000;Pivots4;1914.969970703;697.999389648
2014/12/05:16:01:38.500;Pivot2;557.480712891;442.379577637
2014/12/05:16:01:39.000;Pivots4;1907.523803711;92.353408813
2014/12/05:16:01:39.500;Pivot2;1691.076782227;989.148681641
2014/12/05:16:01:40.000;Pivot1;2382.597412109;929.827758789
2014/12/05:16:01:40.500;Pivot1;465.66583252;593.265319824
2014/12/05:16:01:41.000;Pivot2;282.223754883;248.349746704
2014/12/05:16:01:41.500;Pivot3;357.051422119;569.45904541
2014/12/05:16:01:42.000;Pivot2;720.338928223;707.998657227
2014/12/05:16:01:42.500;Pivot1;2621.538330078;864.561157227
2014/12/05:16:01:43.000;Pivots4;199.797088623;261.754669189
2014/12/05:16:01:43.500;Pivot3;2201.701904297;782.407592773
2014/12/05:16:01:44.000;Pivot3;1678.72277832;623.16973877
2014/12/05:16:01:44.500;Pivot1;648.786865234;935.143432617
2014/12/05:16:01:45.000;Pivots4;2867.763427734;499.606628418
2014/12/05:16:01:45.500;Pivots4;2428.835693359;742.290527344
2014/12/05:16:01:46.000;Pivot1;722.297912598;178.350875854
2014/12/05:16:01:46.500;Pivot3;2927.966796875;108.551368713
2014/12/05:16:01:47.000;Pivots4;274.925384521;803.98828125
2014/12/05:16:01:47.500;Pivot1;2166.634765625;875.207946777
2014/12/05:16:01:48.000;Pivot1;2049.713134766;537.845214844
2014/12/05:16:01:48.500;Pivot1;2760.410400391;375.860168457
2014/12/05:16:01:49.000;Pivots4;1100.270019531;919.946777344
2014/12/05:16:01:49.500;Pivots4;998.962585449;153.641723633
2014/12/05:16:01:50.000;Pivot3;206.731628418;781.311035156
2014/12/05:16:01:50.500;Pivot3;2539.594238281;920.734680176
2014/12/05:16:01:51.000;Pivot1;2763.609863281;81.959861755
2014/12/05:16:01:51.500;Pivot2;2446.884765625;744.552978516
2014/12/05:16:01:52.000;Pivots4;851.040710449;949.811279297
2014/12/05:16:01:52.500;Pivot3;736.700683594;724.220947266
2014/12/05:16:01:53.000;Pivot1;1139.564575195;696.669067383
2014/12/05:16:01:53.500;Pivot3;567.936279297;172.574142456
2014/12/05:16:01:54.000;Pivot3;264.922058105;63.442539215
2014/12/05:16:01:54.500;Pivots4;2646.657226562;277.761627197
2014/12/05:16:01:55.000;Pivot3;1179.630981445;153.107009888
2014/12/05:16:01:55.500;Pivots4;1778.647827148;545.332458496
2014/12/05:16:01:56.000;Pivots4;1445.932128906;721.921386719
2014/12/05:16:01:56.500;Pivots4;2902.369628906;390.41003418
2014/12/05:16:01:57.000;Pivots4;2157.110839844;949.214599609
2014/12/05:16:01:57.500;Pivot2;1815.706298828;634.959777832
2014/12/05:16:01:58.000;Pivot2;2236.697265625;320.356323242
2014/12/05:16:01:58.500;Pivot2;2748.15625000;530.272216797
2014/12/05:16:01:59.000;Pivot1;2166.556884766;145.074066162
2014/12/05:16:01:59.500;Pivot2;2532.870361328;958.430908203
2014/12/05:16:02:00.000;Pivots4;1882.760620117;72.345756531
2014/12/05:16:02:00.500;Pivot3;1068.576660156;120.819725037
2014/12/05:16:02:01.000;Pivots4;673.168395996;638.977478027
2014/12/05:16:02:01.500;Pivots4;2184.366455078;299.516479492
2014/12/05:16:02:02.000;Pivot2;1632.126220703;281.516815186
2014/12/05:16:02:02.500;Pivots4;2095.89062500;869.895080566
2014/12/05:16:02:03.000;Pivot2;1518.213500977;662.206787109
2014/12/05:16:02:03.500;Pivot3;170.984893799;516.847412109
2014/12/05:16:02:04.000;Pivot1;911.726257324;690.656433105
2014/12/05:16:02:04.500;Pivot2;2768.312988281;342.971435547
2014/12/05:16:02:05.000;Pivot1;1344.073608398;502.219299316
2014/12/05:16:02:05.500;Pivot3;2422.456787109;635.858215332
2014/12/05:16:02:06.000;Pivots4;134.494186401;164.686889648
2014/12/05:16:02:06.500;Pivot3;1082.031005859;302.530181885
2014/12/05:16:02:07.000;Pivot2;106.89855957;441.812042236
2014/12/05:16:02:07.500;Pivots4;2558.92968750;277.210632324
2014/12/05:16:02:08.000;Pivots4;2706.060546875;629.898803711
2014/12/05:16:02:08.500;Pivot2;1872.624511719;522.28692627
2014/12/05:16:02:09.000;Pivots4;2696.134765625;143.785171509
2014/12/05:16:02:09.500;Pivot2;1815.476806641;130.695541382
2014/12/05:16:02:10.000;Pivot2;2912.292724609;547.080566406
2014/12/05:16:02:10.500;Pivot1;2876.083251953;798.422668457
2014/12/05:16:02:11.000;Pivot3;2478.327148438;916.627258301
2014/12/05:16:02:11.500;Pivots4;1326.55859375;291.571411133
2014/12/05:16:02:12.000;Pivot1;2377.985595703;640.46862793
2014/12/05:16:02:12.500;Pivot3;1356.036010742;719.967163086
2014/12/05:16:02:13.000;Pivot2;2427.622802734;266.814147949
2014/12/05:16:02:13.500;Pivot3;352.221038818;735.816162109
2014/12/05:16:02:14.000;Pivot2;1092.960083008;437.794677734
2014/12/05:16:02:14.500;Pivot1;1842.112792969;477.036254883
2014/12/05:16:02:15.000;Pivot3;2497.290039062;377.446563721
2014/12/05:16:02:15.500;Pivot3;884.554138184;121.856140137
2014/12/05:16:02:16.000;Pivot3;1804.66809082;849.115722656
2014/12/05:16:02:16.500;Pivot2;2604.535400391;78.736740112
2014/12/05:16:02:17.000;Pivot3;925.344177246;401.140899658
2014/12/05:16:02:17.500;Pivot1;701.54486084;818.981201172
2014/12/05:16:02:18.000;Pivot3;876.102844238;173.589614868
2014/12/05:16:02:18.500;Pivot1;1092.078857422;172.233596802
2014/12/05:16:02:19.000;Pivots4;1753.010742188;517.347045898
2014/12/05:16:02:19.500;Pivot1;2635.94921875;676.862976074
2014/12/05:16:02:20.000;Pivots4;1604.395141602;173.894134521
2014/12/05:16:02:20.500;Pivot1;1084.477294922;500.712036133
2014/12/05:16:02:21.000;Pivot3;2667.278564453;780.583435059
2014/12/05:16:02:21.500;Pivot3;699.170898438;516.367797852
2014/12/05:16:02:22.000;Pivot3;1988.938720703;747.588928223
2014/12/05:16:02:22.500;Pivot2;756.145812988;410.771087646
2014/12/05:16:02:23.000;Pivot2;2758.186767578;876.461242676
2014/12/05:16:02:23.500;Pivot3;2144.370361328;139.184829712
2014/12/05:16:02:24.000;Pivot1;2828.213623047;653.379394531
2014/12/05:16:02:24.500;Pivot3;2815.764648438;269.150146484
2014/12/05:16:02:25.000;Pivot1;1407.766967773;156.812332153
2014/12/05:16:02:25.500;Pivot3;2569.145263672;972.692565918
2014/12/05:16:02:26.000;Pivot3;2911.688964844;917.969299316
2014/12/05:16:02:26.500;Pivots4;775.826049805;274.616882324
2014/12/05:16:02:27.000;Pivot2;900.694946289;643.74206543
2014/12/05:16:02:27.500;Pivot1;2646.108642578;736.940551758
2014/12/05:16:02:28.000;Pivots4;457.26272583;105.972930908
2014/12/05:16:02:28.500;Pivot1;1417.667724609;603.337341309
2014/12/05:16:02:29.000;Pivot1;2466.735351562;574.996520996
2014/12/05:16:02:29.500;Pivot3;2029.552612305;92.647209167
2014/12/05:16:02:30.000;Pivot2;825.659667969;331.209686279
2014/12/05:16:02:30.500;Pivot2;1850.816040039;355.098754883
2014/12/05:16:02:31.000;Pivot3;2731.952636719;909.663452148
2014/12/05:16:02:31.500;Pivots4;2618.131347656;602.698791504
2014/12/05:16:02:32.000;Pivots4;821.03503418;472.614135742
2014/12/05:16:02:32.500;Pivots4;1220.642822266;873.373840332
2014/12/05:16:02:33.000;Pivot2;2769.434326172;923.921142578
2014/12/05:16:02:33.500;Pivot3;2357.099365234;964.779907227
2014/12/05:16:02:34.000;Pivot1;1361.74218750;981.971191406
2014/12/05:16:02:34.500;Pivots4;495.384643555;844.39062500
2014/12/05:16:02:35.000;Pivots4;300.911193848;701.304199219
2014/12/05:16:02:35.500;Pivots4;2839.140136719;299.475585938
2014/12/05:16:02:36.000;Pivot1;2976.802001953;533.720458984
2014/12/05:16:02:36.500;Pivot2;1562.504394531;239.11378479
2014/12/05:16:02:37.000;Pivots4;808.185852051;260.773223877
2014/12/05:16:02:37.500;Pivot1;610.175415039;906.455993652
2014/12/05:16:02:38.000;Pivot1;1752.071166992;519.177246094
2014/12/05:16:02:38.500;Pivot3;985.171569824;297.345123291
2014/12/05:16:02:39.000;Pivots4;167.671813965;318.75869751
2014/12/05:16:02:39.500;Pivot2;805.787536621;631.190002441
2014/12/05:16:02:40.000;Pivot2;815.436462402;828.675292969
2014/12/05:16:02:40.500;Pivot2;212.315856934;915.017211914
2014/12/05:16:02:41.000;Pivots4;2122.61328125;798.288879395
2014/12/05:16:02:41.500;Pivots4;1235.001953125;566.028625488
2014/12/05:16:02:42.000;Pivot3;1612.570800781;595.365112305
2014/12/05:16:02:42.500;Pivot2;1000.258728027;834.179748535
2014/12/05:16:02:43.000;Pivot2;555.705505371;79.320892334
2014/12/05:16:02:43.500;Pivot2;1991.159301758;892.459472656
2014/12/05:16:02:44.000;Pivot3;2483.86718750;393.685302734
2014/12/05:16:02:44.500;Pivot3;2090.354492188;900.172485352
2014/12/05:16:02:45.000;Pivots4;1119.847412109;679.460144043
2014/12/05:16:02:45.500;Pivot1;2804.477294922;555.854736328
2014/12/05:16:02:46.000;Pivots4;609.126220703;493.877746582
2014/12/05:16:02:46.500;Pivot3;1295.369750977;142.025222778
2014/12/05:16:02:47.000;Pivot3;2226.662353516;863.385986328
2014/12/05:16:02:47.500;Pivot3;2757.634277344;300.118682861
2014/12/05:16:02:48.000;Pivot2;639.400634766;321.32510376
2014/12/05:16:02:48.500;Pivot3;2777.511474609;350.247436523
2014/12/05:16:02:49.000;Pivots4;1981.184692383;152.493347168
2014/12/05:16:02:49.500;Pivot1;2964.326660156;827.287475586
2014/12/05:16:02:50.000;Pivot1;985.11340332;655.967956543
2014/12/05:16:02:50.500;Pivot1;553.059448242;270.84262085
2014/12/05:16:02:51.000;Pivot3;186.754318237;743.515991211
2014/12/05:16:02:51.500;Pivot3;1961.229614258;836.34375000
2014/12/05:16:02:52.000;Pivot1;1776.141967773;882.592895508
2014/12/05:16:02:52.500;Pivots4;1132.486694336;405.62500000
2014/12/05:16:02:53.000;Pivot1;2926.690185547;346.21762085
2014/12/05:16:02:53.500;Pivots4;686.169677734;186.278015137
2014/12/05:16:02:54.000;Pivot1;1753.021728516;117.384216309
2014/12/05:16:02:54.500;Pivot3;1100.753662109;756.718566895
2014/12/05:16:02:55.000;Pivots4;2658.695068359;265.613861084
2014/12/05:16:02:55.500;Pivots4;409.539367676;470.765441895
2014/12/05:16:02:56.000;Pivot1;288.753295898;89.793945312
2014/12/05:16:02:56.500;Pivot3;360.135650635;127.484069824
2014/12/05:16:02:57.000;Pivot2;2234.223144531;683.636352539
2014/12/05:16:02:57.500;Pivots4;1752.109985352;235.72052002
2014/12/05:16:02:58.000;Pivot3;1077.904296875;601.50793457
2014/12/05:16:02:58.500;Pivots4;2597.494628906;843.045410156
2014/12/05:16:02:59.000;Pivot1;2678.183349609;688.651428223
2014/12/05:16:02:59.500;Pivot1;260.379577637;166.45362854
2014/12/05:16:03:00.000;Pivot2;1163.779907227;866.075012207
2014/12/05:16:03:00.500;Pivot3;1099.331054688;281.08102417
2014/12/05:16:03:01.000;Pivot2;1034.371337891;258.818115234
2014/12/05:16:03:01.500;Pivot3;2220.460693359;218.172210693
2014/12/05:16:03:02.000;Pivot1;905.390441895;803.614135742
2014/12/05:16:03:02.500;Pivot3;2121.256347656;657.593566895
2014/12/05:16:03:03.000;Pivot1;2398.912841797;626.897521973
2014/12/05:16:03:03.500;Pivot2;2673.24609375;812.15625000
2014/12/05:16:03:04.000;Pivot3;1613.781494141;974.928100586
2014/12/05:16:03:04.500;Pivot1;2423.695556641;142.990829468
2014/12/05:16:03:05.000;Pivots4;1827.782104492;189.822463989
2014/12/05:16:03:05.500;Pivot1;747.212219238;820.081542969
2014/12/05:16:03:06.000;Pivot3;2811.992919922;738.324462891
2014/12/05:16:03:06.500;Pivot3;2412.686523438;940.985778809
2014/12/05:16:03:07.000;Pivots4;2415.090820312;576.089599609
2014/12/05:16:03:07.500;Pivot2;2750.69531250;660.675170898
2014/12/05:16:03:08.000;Pivot1;2194.500244141;900.485168457
2014/12/05:16:03:08.500;Pivot2;1273.56640625;346.565307617
2014/12/05:16:03:09.000;Pivot2;2396.368896484;397.855041504
2014/12/05:16:03:09.500;Pivot2;1462.854125977;86.157562256
2014/12/05:16:03:10.000;Pivot3;2180.447021484;159.822631836
2014/12/05:16:03:10.500;Pivots4;1756.133178711;209.579238892
2014/12/05:16:03:11.000;Pivot2;2535.455566406;342.496704102
2014/12/05:16:03:11.500;Pivots4;1831.757568359;290.761688232
2014/12/05:16:03:12.000;Pivot3;2670.304443359;506.923156738
2014/12/05:16:03:12.500;Pivot2;1862.551757812;317.366546631
2014/12/05:16:03:13.000;Pivots4;2904.881347656;650.348388672
2014/12/05:16:03:13.500;Pivot1;1729.157592773;930.012817383
2014/12/05:16:03:14.000;Pivot1;127.814292908;951.904663086
2014/12/05:16:03:14.500;Pivot2;603.819580078;823.264160156
2014/12/05:16:03:15.000;Pivot1;267.77142334;281.316833496
2014/12/05:16:03:15.500;Pivot3;2824.492675781;497.415588379
2014/12/05:16:03:16.000;Pivot3;2418.135253906;192.800308228
2014/12/05:16:03:16.500;Pivot1;927.036499023;937.832641602
2014/12/05:16:03:17.000;Pivots4;1214.322021484;743.162841797
2014/12/05:16:03:17.500;Pivot1;425.530303955;564.713134766
2014/12/05:16:03:18.000;Pivots4;1139.085449219;822.431396484
2014/12/05:16:03:18.500;Pivot1;2774.021972656;516.186767578
2014/12/05:16:03:19.000;Pivot3;2997.787353516;388.355072021
2014/12/05:16:03:19.500;Pivots4;1389.796264648;602.96875000
2014/12/05:16:03:20.000;Pivots4;2685.198242188;643.643493652
2014/12/05:16:03:20.500;Pivot1;2411.998535156;517.934509277
2014/12/05:16:03:21.000;Pivots4;1453.695678711;634.60333252
2014/12/05:16:03:21.500;Pivot2;2239.552001953;814.366699219
2014/12/05:16:03:22.000;Pivots4;2784.016113281;74.25567627
2014/12/05:16:03:22.500;Pivots4;1379.113525391;335.904052734
2014/12/05:16:03:23.000;Pivot3;971.646606445;76.428146362
2014/12/05:16:03:23.500;Pivots4;1013.567138672;168.837661743
2014/12/05:16:03:24.000;Pivot3;2940.630126953;273.607818604
2014/12/05:16:03:24.500;Pivot2;2811.494140625;886.080932617
2014/12/05:16:03:25.000;Pivot2;721.571960449;631.447692871
2014/12/05:16:03:25.500;Pivots4;2861.301025391;605.385437012
2014/12/05:16:03:26.000;Pivot1;2019.932006836;712.193969727
